race_index,true_order,perm_probs,match_index,_tuple0,key0,key1,race_key,odds
32400,"[2, 4, 5]","[((0, 2, 4), 0.151812344789505), ((2, 0, 4), 0.10797449946403503), ((0, 2, 5), 0.08120383322238922), ((0, 2, 3), 0.0679391548037529), ((0, 4, 2), 0.06691258400678635)]",35,"(2, 4, 5)",2-4-5,3-5-6,若松_20250425_6,36.0
32520,"[0, 2, 3]","[((2, 0, 3), 0.13417576253414154), ((2, 0, 4), 0.10583048313856125), ((0, 2, 3), 0.0949307233095169), ((2, 0, 1), 0.08903656154870987), ((0, 2, 4), 0.07487615197896957)]",3,"(0, 2, 3)",0-2-3,1-3-4,若松_20250424_10,5.8
32640,"[0, 2, 5]","[((0, 1, 2), 0.05751711502671242), ((0, 1, 5), 0.05470817908644676), ((0, 2, 1), 0.05409407615661621), ((0, 5, 1), 0.0504363514482975), ((0, 2, 5), 0.04496444761753082)]",5,"(0, 2, 5)",0-2-5,1-3-6,若松_20250425_4,74.7
32760,"[2, 5, 3]","[((5, 2, 1), 0.12440528720617294), ((5, 1, 2), 0.094835564494133), ((2, 5, 1), 0.08954937011003494), ((1, 5, 2), 0.061002131551504135), ((5, 2, 0), 0.052611250430345535)]",12,"(2, 5, 3)",2-5-3,3-6-4,若松_20250624_7,296.1
32880,"[1, 0, 2]","[((1, 0, 2), 0.22757531702518463), ((1, 0, 5), 0.13297559320926666), ((1, 2, 0), 0.11880362033843994), ((1, 0, 3), 0.06407531350851059), ((1, 5, 0), 0.0627814456820488)]",1,"(1, 0, 2)",1-0-2,2-1-3,若松_20250424_6,18.5
33000,"[0, 1, 5]","[((0, 2, 1), 0.13506843149662018), ((0, 2, 5), 0.09610337018966675), ((0, 1, 2), 0.08808271586894989), ((0, 2, 3), 0.07409776002168655), ((0, 5, 2), 0.05829969793558121)]",11,"(0, 1, 5)",0-1-5,1-2-6,若松_20250515_3,78.9
33120,"[0, 4, 1]","[((0, 1, 3), 0.040857136249542236), ((1, 0, 3), 0.040442049503326416), ((0, 3, 1), 0.0384649783372879), ((1, 3, 0), 0.037522993981838226), ((3, 0, 1), 0.0365925058722496)]",24,"(0, 4, 1)",0-4-1,1-5-2,若松_20250429_4,15.2
33240,"[1, 3, 2]","[((2, 3, 1), 0.21429447829723358), ((2, 1, 3), 0.12461071461439133), ((3, 2, 1), 0.08857938647270203), ((2, 3, 5), 0.06828536093235016), ((2, 3, 4), 0.06309366971254349)]",15,"(1, 3, 2)",1-3-2,2-4-3,若松_20250520_8,267.2
33360,"[0, 5, 1]","[((1, 0, 4), 0.12175949662923813), ((0, 1, 4), 0.09892083704471588), ((1, 0, 3), 0.07700379192829132), ((0, 1, 3), 0.06256004422903061), ((1, 0, 5), 0.05966249480843544)]",16,"(0, 5, 1)",0-5-1,1-6-2,若松_20250526_2,13.8
33480,"[0, 2, 4]","[((1, 2, 0), 0.16504958271980286), ((2, 1, 0), 0.15134556591510773), ((1, 0, 2), 0.1272987276315689), ((0, 1, 2), 0.10343607515096664), ((2, 0, 1), 0.10170064866542816)]",31,"(0, 2, 4)",0-2-4,1-3-5,若松_20250421_2,38.6
33600,"[5, 0, 1]","[((0, 2, 5), 0.08032368123531342), ((0, 5, 2), 0.07947426289319992), ((0, 2, 1), 0.06681499630212784), ((0, 5, 1), 0.0646318793296814), ((0, 1, 2), 0.06133381277322769)]",10,"(5, 0, 1)",5-0-1,6-1-2,若松_20250628_2,45.1
33720,"[3, 4, 2]","[((3, 2, 5), 0.1798563301563263), ((3, 5, 2), 0.17478333413600922), ((3, 2, 4), 0.0744783952832222), ((3, 5, 4), 0.06881766766309738), ((3, 4, 2), 0.0548541396856308)]",5,"(3, 4, 2)",3-4-2,4-5-3,若松_20250520_2,29.8
33840,"[0, 3, 2]","[((0, 2, 3), 0.19009511172771454), ((0, 3, 2), 0.16460824012756348), ((0, 2, 5), 0.07171392440795898), ((0, 3, 5), 0.048797305673360825), ((0, 5, 2), 0.04753800109028816)]",2,"(0, 3, 2)",0-3-2,1-4-3,若松_20250421_12,26.0
33960,"[3, 0, 1]","[((0, 2, 1), 0.12947677075862885), ((0, 1, 2), 0.08537649363279343), ((2, 0, 1), 0.07784882187843323), ((0, 2, 3), 0.06957508623600006), ((1, 0, 2), 0.04442895948886871)]",25,"(3, 0, 1)",3-0-1,4-1-2,若松_20250526_6,127.8
34080,"[2, 5, 0]","[((2, 5, 1), 0.051325518637895584), ((2, 5, 0), 0.051191095262765884), ((2, 1, 5), 0.04508030042052269), ((2, 0, 5), 0.044920746237039566), ((5, 2, 1), 0.04196089133620262)]",2,"(2, 5, 0)",2-5-0,3-6-1,若松_20250524_10,318.7
34200,"[0, 1, 5]","[((0, 1, 2), 0.09386012703180313), ((0, 1, 3), 0.08143269270658493), ((0, 2, 1), 0.07209932804107666), ((0, 3, 1), 0.05995413288474083), ((1, 0, 2), 0.056076303124427795)]",9,"(0, 1, 5)",0-1-5,1-2-6,若松_20250515_3,78.9
34320,"[0, 1, 3]","[((0, 1, 4), 0.16976699233055115), ((0, 1, 3), 0.14376595616340637), ((1, 0, 4), 0.12159460037946701), ((1, 0, 3), 0.10297151654958725), ((0, 1, 2), 0.07155615091323853)]",2,"(0, 1, 3)",0-1-3,1-2-4,若松_20250424_5,3.9
34440,"[0, 1, 2]","[((0, 1, 2), 0.143123060464859), ((0, 2, 1), 0.10932010412216187), ((1, 0, 2), 0.07439032196998596), ((0, 1, 5), 0.05737873539328575), ((2, 0, 1), 0.05227234959602356)]",1,"(0, 1, 2)",0-1-2,1-2-3,若松_20250421_11,5.9
34560,"[2, 4, 3]","[((0, 2, 3), 0.1219666451215744), ((0, 3, 2), 0.09658732265233994), ((2, 0, 3), 0.09414467215538025), ((3, 0, 2), 0.06725849956274033), ((2, 3, 0), 0.05186193436384201)]",27,"(2, 4, 3)",2-4-3,3-5-4,若松_20250426_3,119.6
34680,"[3, 0, 1]","[((0, 1, 3), 0.13867148756980896), ((0, 1, 2), 0.13733385503292084), ((1, 0, 3), 0.13040143251419067), ((1, 0, 2), 0.1291435807943344), ((0, 3, 1), 0.0398709699511528)]",11,"(3, 0, 1)",3-0-1,4-1-2,若松_20250526_6,127.8
34800,"[0, 1, 5]","[((1, 2, 0), 0.07107870280742645), ((1, 0, 2), 0.06929727643728256), ((1, 2, 5), 0.056180138140916824), ((1, 0, 5), 0.05167228728532791), ((1, 5, 2), 0.05036193132400513)]",10,"(0, 1, 5)",0-1-5,1-2-6,若松_20250515_3,78.9
34920,"[0, 4, 3]","[((0, 4, 3), 0.09436313062906265), ((0, 3, 4), 0.08030658960342407), ((0, 4, 5), 0.072477325797081), ((0, 4, 2), 0.06131632626056671), ((0, 5, 4), 0.0577937588095665)]",1,"(0, 4, 3)",0-4-3,1-5-4,若松_20250424_9,10.4
35040,"[0, 2, 1]","[((0, 1, 2), 0.30671000480651855), ((0, 2, 1), 0.20842288434505463), ((1, 0, 2), 0.07703939825296402), ((0, 1, 5), 0.052266597747802734), ((2, 0, 1), 0.04967096820473671)]",2,"(0, 2, 1)",0-2-1,1-3-2,若松_20250424_1,8.5
35160,"[0, 5, 3]","[((5, 0, 3), 0.17383813858032227), ((0, 5, 3), 0.1129562258720398), ((5, 3, 0), 0.10787738859653473), ((3, 5, 0), 0.05945068970322609), ((5, 0, 1), 0.04799084737896919)]",2,"(0, 5, 3)",0-5-3,1-6-4,若松_20250421_7,15.1
35280,"[0, 2, 5]","[((0, 5, 2), 0.21512968838214874), ((0, 2, 5), 0.14711302518844604), ((0, 5, 1), 0.10575398057699203), ((5, 0, 2), 0.08632737398147583), ((0, 1, 5), 0.05949874222278595)]",2,"(0, 2, 5)",0-2-5,1-3-6,若松_20250425_4,74.7
35400,"[0, 1, 3]","[((0, 1, 3), 0.0862809419631958), ((0, 3, 1), 0.07687694579362869), ((0, 1, 2), 0.05920489877462387), ((1, 0, 3), 0.052613355219364166), ((0, 2, 1), 0.046689096838235855)]",1,"(0, 1, 3)",0-1-3,1-2-4,若松_20250424_5,3.9
35520,"[3, 4, 0]","[((4, 1, 3), 0.14693477749824524), ((4, 3, 1), 0.12308669835329056), ((1, 4, 3), 0.09113512933254242), ((3, 4, 1), 0.0716257393360138), ((1, 3, 4), 0.03943849354982376)]",20,"(3, 4, 0)",3-4-0,4-5-1,若松_20250629_6,8.2
35640,"[0, 4, 2]","[((4, 0, 2), 0.14368614554405212), ((0, 4, 2), 0.12811057269573212), ((4, 0, 3), 0.11458505690097809), ((0, 4, 3), 0.10216404497623444), ((4, 0, 5), 0.06596594303846359)]",2,"(0, 4, 2)",0-4-2,1-5-3,若松_20250515_11,29.2
35760,"[0, 1, 2]","[((1, 0, 2), 0.2204613834619522), ((1, 2, 0), 0.18977633118629456), ((0, 1, 2), 0.1370697021484375), ((2, 1, 0), 0.11234536021947861), ((0, 2, 1), 0.05762532725930214)]",3,"(0, 1, 2)",0-1-2,1-2-3,若松_20250421_11,5.9
35880,"[5, 0, 3]","[((3, 5, 1), 0.06823812425136566), ((3, 1, 5), 0.06111116334795952), ((5, 3, 1), 0.055893685668706894), ((3, 5, 0), 0.054628413170576096), ((1, 3, 5), 0.047239750623703)]",14,"(5, 0, 3)",5-0-3,6-1-4,若松_20250629_9,30.8
36000,"[1, 0, 5]","[((0, 1, 5), 0.12412890046834946), ((0, 1, 4), 0.11848029494285583), ((0, 5, 1), 0.06739819049835205), ((0, 4, 1), 0.063782699406147), ((0, 1, 2), 0.06048673391342163)]",7,"(1, 0, 5)",1-0-5,2-1-6,若松_20250429_8,137.1
36120,"[2, 0, 3]","[((0, 2, 5), 0.11103634536266327), ((0, 5, 2), 0.09142733365297318), ((0, 2, 3), 0.08606995642185211), ((0, 3, 2), 0.06536151468753815), ((2, 0, 5), 0.05162078142166138)]",9,"(2, 0, 3)",2-0-3,3-1-4,若松_20250520_6,44.2
36240,"[0, 2, 1]","[((2, 0, 1), 0.1585330218076706), ((0, 2, 1), 0.13824844360351562), ((2, 0, 3), 0.09527194499969482), ((0, 2, 3), 0.08308173716068268), ((2, 1, 0), 0.060170821845531464)]",2,"(0, 2, 1)",0-2-1,1-3-2,若松_20250424_1,8.5
36360,"[0, 3, 2]","[((3, 0, 2), 0.09813018143177032), ((3, 0, 1), 0.08304016292095184), ((0, 3, 2), 0.07480115443468094), ((3, 0, 4), 0.06641870737075806), ((0, 3, 1), 0.06329856812953949)]",3,"(0, 3, 2)",0-3-2,1-4-3,若松_20250421_12,26.0
36480,"[3, 5, 4]","[((1, 5, 3), 0.07695206254720688), ((1, 3, 5), 0.07102087140083313), ((5, 1, 3), 0.06529418379068375), ((3, 1, 5), 0.05775504931807518), ((5, 3, 1), 0.04748523607850075)]",22,"(3, 5, 4)",3-5-4,4-6-5,若松_20250630_2,201.7
36600,"[0, 2, 5]","[((5, 1, 2), 0.07726195454597473), ((1, 5, 2), 0.06868373602628708), ((5, 2, 1), 0.06143609434366226), ((5, 1, 0), 0.05920422822237015), ((1, 5, 0), 0.052630916237831116)]",21,"(0, 2, 5)",0-2-5,1-3-6,若松_20250425_4,74.7
36720,"[0, 1, 2]","[((0, 1, 2), 0.22087442874908447), ((1, 0, 2), 0.1423165202140808), ((0, 2, 1), 0.13005658984184265), ((2, 0, 1), 0.07060810178518295), ((0, 1, 5), 0.05285334959626198)]",1,"(0, 1, 2)",0-1-2,1-2-3,若松_20250421_11,5.9
36840,"[3, 0, 1]","[((0, 1, 4), 0.06271157413721085), ((0, 1, 3), 0.061413392424583435), ((1, 0, 4), 0.05706896260380745), ((1, 0, 3), 0.05588758736848831), ((0, 4, 1), 0.04858509823679924)]",10,"(3, 0, 1)",3-0-1,4-1-2,若松_20250526_6,127.8
36960,"[0, 3, 2]","[((0, 1, 2), 0.12403266876935959), ((0, 2, 1), 0.09717628359794617), ((0, 1, 3), 0.08432537317276001), ((0, 3, 1), 0.05930421128869057), ((1, 0, 2), 0.051619794219732285)]",8,"(0, 3, 2)",0-3-2,1-4-3,若松_20250421_12,26.0
37080,"[0, 4, 2]","[((0, 2, 1), 0.21311141550540924), ((0, 1, 2), 0.10864214599132538), ((2, 0, 1), 0.0958104357123375), ((0, 2, 4), 0.09510882198810577), ((2, 0, 4), 0.04275893419981003)]",7,"(0, 4, 2)",0-4-2,1-5-3,若松_20250515_11,29.2
37200,"[0, 2, 1]","[((0, 2, 1), 0.3130987286567688), ((2, 0, 1), 0.17221024632453918), ((0, 1, 2), 0.14084523916244507), ((1, 0, 2), 0.06330882012844086), ((2, 1, 0), 0.036767978221178055)]",1,"(0, 2, 1)",0-2-1,1-3-2,若松_20250424_1,8.5
37320,"[3, 4, 5]","[((3, 1, 4), 0.1559578776359558), ((3, 4, 1), 0.14870920777320862), ((3, 1, 5), 0.06038700416684151), ((3, 4, 5), 0.05286983773112297), ((3, 5, 1), 0.043632134795188904)]",4,"(3, 4, 5)",3-4-5,4-5-6,若松_20250621_10,57.3
37440,"[4, 3, 1]","[((3, 4, 1), 0.16609151661396027), ((3, 1, 4), 0.16389182209968567), ((3, 4, 5), 0.060066208243370056), ((3, 1, 5), 0.057881176471710205), ((3, 4, 2), 0.046045511960983276)]",9,"(4, 3, 1)",4-3-1,5-4-2,若松_20250701_1,35.1
37560,"[0, 2, 1]","[((1, 0, 2), 0.17349781095981598), ((0, 1, 2), 0.1700088232755661), ((1, 2, 0), 0.07020870596170425), ((0, 2, 1), 0.06707282364368439), ((1, 0, 3), 0.051181212067604065)]",4,"(0, 2, 1)",0-2-1,1-3-2,若松_20250424_1,8.5
37680,"[3, 4, 1]","[((0, 1, 3), 0.0687216967344284), ((0, 3, 1), 0.06716451048851013), ((1, 0, 3), 0.04190265014767647), ((3, 0, 1), 0.04056188464164734), ((0, 1, 4), 0.03182416036725044)]",62,"(3, 4, 1)",3-4-1,4-5-2,若松_20250424_2,131.0
37800,"[2, 4, 1]","[((4, 2, 0), 0.10937380790710449), ((4, 0, 2), 0.10134684294462204), ((2, 4, 0), 0.07210687547922134), ((0, 4, 2), 0.0647738054394722), ((4, 2, 1), 0.050328291952610016)]",10,"(2, 4, 1)",2-4-1,3-5-2,若松_20250429_1,194.4
37920,"[0, 5, 2]","[((0, 2, 1), 0.10306911170482635), ((0, 1, 2), 0.0840068832039833), ((2, 0, 1), 0.08055674284696579), ((1, 0, 2), 0.05972832441329956), ((0, 2, 5), 0.05231596902012825)]",9,"(0, 5, 2)",0-5-2,1-6-3,若松_20250526_12,27.6
38040,"[2, 3, 1]","[((2, 1, 3), 0.1325884759426117), ((2, 1, 0), 0.09694352746009827), ((2, 3, 1), 0.07816001772880554), ((1, 2, 3), 0.06574314832687378), ((2, 0, 1), 0.05362016707658768)]",3,"(2, 3, 1)",2-3-1,3-4-2,若松_20250425_2,86.4
38160,"[2, 0, 3]","[((0, 2, 4), 0.09092998504638672), ((2, 0, 4), 0.0762602910399437), ((0, 2, 3), 0.05792098492383957), ((0, 4, 2), 0.05321842059493065), ((0, 2, 5), 0.048629362136125565)]",6,"(2, 0, 3)",2-0-3,3-1-4,若松_20250520_6,44.2
38280,"[0, 1, 2]","[((0, 1, 4), 0.16369476914405823), ((0, 1, 2), 0.111662857234478), ((1, 0, 4), 0.07810835540294647), ((0, 4, 1), 0.07337824255228043), ((0, 1, 5), 0.07071029394865036)]",2,"(0, 1, 2)",0-1-2,1-2-3,若松_20250421_11,5.9
38400,"[0, 2, 4]","[((0, 2, 4), 0.19550259411334991), ((0, 2, 1), 0.13570061326026917), ((0, 4, 2), 0.08723173290491104), ((2, 0, 4), 0.07570621371269226), ((0, 2, 5), 0.06400829553604126)]",1,"(0, 2, 4)",0-2-4,1-3-5,若松_20250421_2,38.6
38520,"[0, 2, 1]","[((0, 1, 2), 0.16205711662769318), ((0, 1, 3), 0.14335618913173676), ((0, 2, 1), 0.07954559475183487), ((0, 3, 1), 0.0688779428601265), ((0, 1, 4), 0.06168023869395256)]",3,"(0, 2, 1)",0-2-1,1-3-2,若松_20250424_1,8.5
38640,"[1, 2, 0]","[((0, 2, 1), 0.2293304055929184), ((0, 1, 2), 0.12167254090309143), ((2, 0, 1), 0.10832635313272476), ((0, 2, 5), 0.06744106858968735), ((1, 0, 2), 0.04921622946858406)]",11,"(1, 2, 0)",1-2-0,2-3-1,若松_20250621_3,49.0
38760,"[4, 0, 2]","[((0, 2, 3), 0.06805554777383804), ((0, 2, 4), 0.05948396399617195), ((0, 3, 2), 0.05947842076420784), ((0, 4, 2), 0.050021909177303314), ((0, 2, 5), 0.04352699592709541)]",14,"(4, 0, 2)",4-0-2,5-1-3,若松_20250621_9,20.7
38880,"[1, 3, 4]","[((1, 3, 5), 0.12690278887748718), ((1, 3, 4), 0.11770068854093552), ((1, 5, 3), 0.09947250783443451), ((1, 4, 3), 0.09021306037902832), ((1, 5, 4), 0.05456066131591797)]",2,"(1, 3, 4)",1-3-4,2-4-5,若松_20250425_1,472.1
39000,"[0, 4, 2]","[((0, 2, 4), 0.09226363897323608), ((0, 4, 2), 0.0699828565120697), ((0, 2, 5), 0.06806129217147827), ((0, 2, 1), 0.06797885149717331), ((0, 5, 2), 0.04825202003121376)]",2,"(0, 4, 2)",0-4-2,1-5-3,若松_20250515_11,29.2
39120,"[0, 3, 2]","[((0, 2, 1), 0.07819169014692307), ((0, 2, 3), 0.06425876170396805), ((2, 0, 1), 0.05379422381520271), ((0, 1, 2), 0.05150496959686279), ((0, 2, 5), 0.05101761966943741)]",7,"(0, 3, 2)",0-3-2,1-4-3,若松_20250421_12,26.0
39240,"[0, 2, 4]","[((0, 2, 3), 0.21239209175109863), ((0, 3, 2), 0.14416515827178955), ((2, 0, 3), 0.1336086541414261), ((3, 0, 2), 0.07989820092916489), ((2, 3, 0), 0.04818190261721611)]",8,"(0, 2, 4)",0-2-4,1-3-5,若松_20250421_2,38.6
39360,"[4, 0, 1]","[((4, 1, 2), 0.12214535474777222), ((4, 2, 1), 0.09879063069820404), ((4, 1, 0), 0.08389445394277573), ((4, 0, 1), 0.06130508333444595), ((4, 1, 3), 0.047214969992637634)]",4,"(4, 0, 1)",4-0-1,5-1-2,若松_20250619_1,93.3
39480,"[5, 0, 1]","[((0, 1, 2), 0.14412754774093628), ((0, 1, 5), 0.09178585559129715), ((1, 0, 2), 0.07638009637594223), ((0, 2, 1), 0.07607381045818329), ((0, 1, 4), 0.0607919879257679)]",14,"(5, 0, 1)",5-0-1,6-1-2,若松_20250628_2,45.1
39600,"[0, 4, 1]","[((0, 2, 3), 0.11035376042127609), ((0, 2, 1), 0.08428575098514557), ((0, 3, 2), 0.08176016062498093), ((0, 1, 2), 0.05842653289437294), ((0, 2, 4), 0.05061393603682518)]",21,"(0, 4, 1)",0-4-1,1-5-2,若松_20250429_4,15.2
39720,"[2, 0, 1]","[((0, 3, 1), 0.0531182736158371), ((0, 3, 2), 0.052570510655641556), ((0, 1, 3), 0.048395149409770966), ((0, 2, 3), 0.04773075878620148), ((0, 1, 2), 0.037871092557907104)]",13,"(2, 0, 1)",2-0-1,3-1-2,若松_20250515_12,32.2
39840,"[5, 0, 3]","[((0, 1, 5), 0.1363716572523117), ((0, 5, 1), 0.09254362434148788), ((0, 1, 3), 0.07216501235961914), ((1, 0, 5), 0.07092534750699997), ((0, 1, 4), 0.05651159957051277)]",20,"(5, 0, 3)",5-0-3,6-1-4,若松_20250629_9,30.8
39960,"[0, 2, 4]","[((0, 2, 3), 0.1395665854215622), ((0, 3, 2), 0.11802138388156891), ((0, 2, 4), 0.0677262395620346), ((2, 0, 3), 0.06198706477880478), ((3, 0, 2), 0.05005435273051262)]",3,"(0, 2, 4)",0-2-4,1-3-5,若松_20250421_2,38.6
40080,"[3, 5, 1]","[((3, 5, 0), 0.11815584450960159), ((3, 5, 1), 0.10343454778194427), ((3, 0, 5), 0.09995031356811523), ((3, 1, 5), 0.08363811671733856), ((3, 0, 1), 0.06178959086537361)]",2,"(3, 5, 1)",3-5-1,4-6-2,若松_20250620_7,116.7
40200,"[0, 1, 5]","[((0, 1, 2), 0.24581557512283325), ((1, 0, 2), 0.12468530237674713), ((0, 1, 5), 0.1010766252875328), ((0, 2, 1), 0.08748414367437363), ((0, 1, 3), 0.07239653170108795)]",3,"(0, 1, 5)",0-1-5,1-2-6,若松_20250515_3,78.9
40320,"[4, 0, 3]","[((0, 4, 3), 0.11770858615636826), ((0, 4, 2), 0.08542844653129578), ((4, 0, 3), 0.06910094618797302), ((0, 3, 4), 0.06530610471963882), ((0, 4, 5), 0.05143791809678078)]",3,"(4, 0, 3)",4-0-3,5-1-4,若松_20250519_1,51.9
40440,"[0, 1, 2]","[((1, 0, 2), 0.2252485454082489), ((0, 1, 2), 0.12934082746505737), ((1, 2, 0), 0.10456739366054535), ((1, 0, 3), 0.06579289585351944), ((2, 1, 0), 0.04842853918671608)]",2,"(0, 1, 2)",0-1-2,1-2-3,若松_20250421_11,5.9
40560,"[0, 4, 1]","[((2, 0, 1), 0.0666537955403328), ((2, 1, 0), 0.0621877983212471), ((0, 2, 1), 0.061611298471689224), ((1, 2, 0), 0.05522105470299721), ((0, 1, 2), 0.05115349218249321)]",41,"(0, 4, 1)",0-4-1,1-5-2,若松_20250429_4,15.2
40680,"[3, 1, 2]","[((3, 1, 2), 0.06150392070412636), ((1, 3, 2), 0.058374032378196716), ((3, 1, 0), 0.054407425224781036), ((1, 3, 0), 0.05163867399096489), ((3, 2, 1), 0.050824664533138275)]",1,"(3, 1, 2)",3-1-2,4-2-3,若松_20250622_6,50.7
40800,"[3, 0, 2]","[((3, 2, 1), 0.11892081797122955), ((3, 1, 2), 0.09903069585561752), ((3, 2, 0), 0.09009062498807907), ((3, 0, 2), 0.06933563202619553), ((3, 2, 5), 0.06526925414800644)]",4,"(3, 0, 2)",3-0-2,4-1-3,若松_20250517_6,20.3
40920,"[0, 1, 2]","[((0, 1, 2), 0.13312430679798126), ((0, 1, 5), 0.12143600732088089), ((1, 0, 2), 0.10173096507787704), ((1, 0, 5), 0.09279900044202805), ((0, 1, 4), 0.05284154787659645)]",1,"(0, 1, 2)",0-1-2,1-2-3,若松_20250421_11,5.9
41040,"[5, 2, 0]","[((2, 0, 5), 0.040867649018764496), ((2, 5, 0), 0.04008408635854721), ((0, 2, 5), 0.03666869178414345), ((5, 2, 0), 0.03553740680217743), ((0, 5, 2), 0.030912062153220177)]",4,"(5, 2, 0)",5-2-0,6-3-1,若松_20250425_9,23.0
41160,"[0, 4, 1]","[((0, 3, 1), 0.15105347335338593), ((0, 1, 3), 0.1487814337015152), ((3, 0, 1), 0.060859404504299164), ((1, 0, 3), 0.0597173348069191), ((0, 3, 5), 0.037586696445941925)]",16,"(0, 4, 1)",0-4-1,1-5-2,若松_20250429_4,15.2
41280,"[0, 4, 5]","[((0, 5, 1), 0.15048401057720184), ((0, 5, 2), 0.11427627503871918), ((0, 1, 5), 0.08738267421722412), ((5, 0, 1), 0.08557252585887909), ((5, 0, 2), 0.06498304754495621)]",19,"(0, 4, 5)",0-4-5,1-5-6,若松_20250524_7,8.6
41400,"[0, 2, 5]","[((0, 1, 5), 0.06234457343816757), ((0, 1, 2), 0.06196732446551323), ((0, 5, 1), 0.05659038946032524), ((0, 2, 1), 0.05611026659607887), ((1, 0, 5), 0.04810594767332077)]",8,"(0, 2, 5)",0-2-5,1-3-6,若松_20250425_4,74.7
41520,"[0, 2, 4]","[((0, 2, 1), 0.09106362611055374), ((0, 1, 2), 0.07901518791913986), ((0, 2, 4), 0.0673256367444992), ((0, 4, 2), 0.05320144072175026), ((2, 0, 1), 0.046740200370550156)]",3,"(0, 2, 4)",0-2-4,1-3-5,若松_20250421_2,38.6
41640,"[0, 2, 4]","[((0, 2, 3), 0.20031671226024628), ((0, 3, 2), 0.15266254544258118), ((2, 0, 3), 0.06451815366744995), ((0, 2, 5), 0.054138075560331345), ((3, 0, 2), 0.04669773951172829)]",6,"(0, 2, 4)",0-2-4,1-3-5,若松_20250421_2,38.6
41760,"[0, 5, 1]","[((0, 1, 2), 0.17092515528202057), ((0, 2, 1), 0.12022009491920471), ((1, 0, 2), 0.0760253295302391), ((0, 1, 3), 0.07564383000135422), ((0, 1, 5), 0.04989388957619667)]",10,"(0, 5, 1)",0-5-1,1-6-2,若松_20250526_2,13.8
41880,"[1, 0, 2]","[((2, 0, 1), 0.1196233332157135), ((2, 1, 0), 0.10312815755605698), ((0, 2, 1), 0.0919235572218895), ((1, 2, 0), 0.07416590303182602), ((0, 1, 2), 0.05405808240175247)]",6,"(1, 0, 2)",1-0-2,2-1-3,若松_20250424_6,18.5
42000,"[2, 3, 5]","[((0, 3, 5), 0.11083637923002243), ((0, 5, 3), 0.10831300914287567), ((3, 0, 5), 0.09218823164701462), ((5, 0, 3), 0.08908402174711227), ((3, 5, 0), 0.06726090610027313)]",29,"(2, 3, 5)",2-3-5,3-4-6,若松_20250519_12,78.7
42120,"[1, 4, 0]","[((0, 2, 1), 0.059264861047267914), ((0, 1, 2), 0.05546138063073158), ((2, 0, 1), 0.05314796417951584), ((1, 0, 2), 0.0478641651570797), ((2, 1, 0), 0.042536310851573944)]",17,"(1, 4, 0)",1-4-0,2-5-1,若松_20250707_12,154.6
42240,"[4, 3, 2]","[((3, 0, 4), 0.057909414172172546), ((0, 3, 4), 0.05621989443898201), ((3, 4, 0), 0.049320969730615616), ((0, 4, 3), 0.04593029245734215), ((4, 3, 0), 0.043456971645355225)]",16,"(4, 3, 2)",4-3-2,5-4-3,若松_20250517_5,333.5
42360,"[2, 1, 5]","[((1, 2, 3), 0.11256115883588791), ((2, 1, 3), 0.08879904448986053), ((1, 3, 2), 0.07787951827049255), ((3, 1, 2), 0.052154239267110825), ((1, 2, 5), 0.04573958367109299)]",8,"(2, 1, 5)",2-1-5,3-2-6,若松_20250707_3,32.7
42480,"[0, 2, 3]","[((2, 0, 5), 0.06519506871700287), ((2, 0, 3), 0.06479835510253906), ((0, 2, 5), 0.0620151162147522), ((0, 2, 3), 0.0616377517580986), ((2, 5, 0), 0.03965836018323898)]",4,"(0, 2, 3)",0-2-3,1-3-4,若松_20250424_10,5.8
42600,"[0, 2, 1]","[((0, 3, 2), 0.10854191333055496), ((0, 2, 3), 0.09920372813940048), ((0, 3, 1), 0.0721367821097374), ((0, 3, 5), 0.06697722524404526), ((0, 1, 3), 0.05885693058371544)]",7,"(0, 2, 1)",0-2-1,1-3-2,若松_20250424_1,8.5
42720,"[3, 1, 5]","[((1, 3, 2), 0.1092984601855278), ((1, 2, 3), 0.10042347013950348), ((3, 1, 2), 0.07865134626626968), ((2, 1, 3), 0.06964556872844696), ((1, 3, 5), 0.05149761587381363)]",9,"(3, 1, 5)",3-1-5,4-2-6,若松_20250707_6,204.5
42840,"[0, 1, 5]","[((0, 1, 2), 0.11604249477386475), ((0, 2, 1), 0.10817603021860123), ((0, 1, 3), 0.06791644543409348), ((0, 2, 3), 0.05464573949575424), ((0, 3, 1), 0.053779132664203644)]",7,"(0, 1, 5)",0-1-5,1-2-6,若松_20250515_3,78.9
42960,"[0, 1, 3]","[((0, 1, 2), 0.16943198442459106), ((1, 0, 2), 0.14834381639957428), ((0, 1, 3), 0.09514423459768295), ((1, 0, 3), 0.08330220729112625), ((0, 2, 1), 0.05033499374985695)]",3,"(0, 1, 3)",0-1-3,1-2-4,若松_20250424_5,3.9
43080,"[0, 4, 5]","[((0, 3, 5), 0.12040913850069046), ((0, 3, 1), 0.10898835211992264), ((0, 5, 3), 0.09266112744808197), ((0, 1, 3), 0.08145637810230255), ((0, 5, 1), 0.048286039382219315)]",21,"(0, 4, 5)",0-4-5,1-5-6,若松_20250524_7,8.6
