登番,名前,読み,性別,養成期,25後期,25前期,24後期,24前期,23後期,23前期,22後期,22前期,21後期,21前期,20後期,20前期,19後期,19前期,18後期,18前期,17後期,17前期,16後期,16前期,15後期,15前期,14後期,14前期,13後期,13前期,12後期,12前期,11後期,11前期,10後期,10前期,09後期,09前期,08後期,08前期,07後期,07前期,06後期,06前期,05後期,05前期,04後期,04前期,03後期,03前期,02後期,02前期,01後期,01前期,00後期
4581,吉村誠,ヨシムラ　マコト　,1,105,A2,A2,A2,A2,A2,A2,B1,A1,A2,A2,B1,A2,A2,A2,B1,B1,B1,A2,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,
4582,児玉強太郎,コダマ　キョウタロウ,1,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B2,,,,,,,,,,,,,,,,,,,
4583,古田祐貴,フルタ　ユウキ,1,105,A2,B1,A2,A2,A2,A2,A2,B1,A2,A2,A2,A2,A2,A2,A1,B1,B1,B1,A2,B2,A2,A2,A2,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,
4584,村岡賢人,ムラオカ　ケント　,1,105,A1,A1,A1,A1,A2,A1,A2,A1,A2,A1,A1,A2,A1,A1,A1,A1,A1,A2,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,
4585,渡邉千晴,ワタナベ　チハル,2,105,,,,,,,,B2,B2,B2,B2,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,
4586,磯部誠,イソベ　マコト　,1,105,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A2,A1,A1,A2,A2,A2,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,
4587,木田峰由季,キダ　ミネユキ　,1,105,A2,B1,A2,B1,A2,A2,A2,A2,B1,A2,A2,A2,B1,A2,B1,B1,A2,B1,A2,A2,B1,B1,A2,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,
4588,田中京介,タナカ　キョウスケ,1,105,A2,A2,A2,B1,B1,A2,A2,B1,A2,B1,B1,A2,B1,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,
4589,塩崎桐加,シオザキ　ヒサカ,2,105,B1,A2,B1,B1,A2,B2,B2,B2,A2,A1,A2,A2,A1,A1,B1,B2,B2,A2,A2,B2,B1,B1,A2,B1,B1,B2,B2,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,
4590,渡邉優美,ワタナベ　ユミ　,2,105,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A1,A2,A2,A2,B1,B1,A1,A1,A2,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,
4591,坂井田晃,サカイダ　アキラ,1,106,,,,,,,,,,,,,,,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,
4592,小林孝弘,コバヤシ　タカヒロ　,1,106,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,
4593,小坂宗司,コサカ　タカシ,1,106,A2,A2,A2,B1,A2,A2,A2,A1,A2,A2,A2,A2,B1,A1,A2,A2,B1,A2,A2,A2,B1,A2,B1,B1,A2,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,
4594,谷川祐一,タニガワ　ユウイチ　,1,106,A2,A1,A1,A2,A1,A2,A2,B1,A1,A1,A2,A1,A1,A1,A2,A1,B1,A2,B1,B1,A2,A2,B1,A2,A2,B1,A2,A2,B1,B1,B2,,,,,,,,,,,,,,,,,,,,
4595,花井潤,ハナイ　ジュン,1,106,,,,,,,,,,,,,,,,,,,B2,B2,B2,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,
4596,葛原大陽,クズハラ　ヒロアキ　,1,106,A1,A1,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,B1,B1,A2,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B2,,,,,,,,,,,,,,,,,,,,
4597,牧宏和,マキ　ヒロカズ　,1,106,,,,,,,,,,,,,,,,B2,B2,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,
4598,加藤政彦,カトウ　マサヒコ　,1,106,A1,A2,A1,A2,A1,A2,A1,A2,A2,A2,A2,A2,A2,A2,A2,B1,B1,B1,B1,B2,A2,A2,B1,A2,A2,B1,B1,B1,B1,B1,B2,,,,,,,,,,,,,,,,,,,,
4599,坂口愛,サカグチ　アイ,2,106,,,,,,,,,,,,,,,,,,B2,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,
4600,井内将太郎,イウチ　マサタロウ,1,106,A2,A2,A2,A1,A1,A2,A1,A2,A2,B1,B1,B1,A2,A2,A2,A2,A2,B1,A2,B1,A2,A2,B1,A2,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,
4601,森野正弘,モリノ　マサヒロ　,1,106,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A2,A2,A2,A1,A1,A1,A2,A1,A2,A2,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,
4602,三上泰教,ミカミ　ヤスノリ　,1,106,,,,,,,,,,,B2,B2,B2,B2,B2,B2,B1,B1,B1,B1,B1,B2,B1,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,
4603,谷川将太,タニガワ　ショウタ　,1,106,A2,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,
4604,岩瀬裕亮,イワセ　ユウスケ　,1,106,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,B1,A1,A1,A2,B1,B1,B2,,,,,,,,,,,,,,,,,,,,
4605,森世里,モリ　セリ,2,106,,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B1,B1,B1,B1,B1,B2,B1,B2,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,
4606,喜川照正,キガワ　テルマサ,1,106,,,,,,,,,,,,,,,,B2,B2,B2,B2,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,
4607,鶴田勇雄,ツルタ　イサオ,1,106,A2,A2,A2,A2,B1,A2,B1,A2,B1,B1,B1,A2,A2,A2,A2,A2,A2,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,,,,,,,,,,,,,,,,,,,,
4608,荒井翔伍,アライ　ショウゴ,1,106,A2,A2,A2,A1,A2,A2,A2,A2,A2,A2,A1,A2,A2,A1,A2,A1,A2,A1,A2,A1,A2,A1,A2,A2,A2,A2,B1,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,
4609,梅内駿佑,ウメナイ　シュンスケ,1,106,,,,,,,,,,,,,,,,,,,,B2,B2,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,
4610,佐藤大佑,サトウ　ダイスケ,1,106,A2,A2,A2,A1,A1,A1,A1,A2,A1,A2,A2,A2,A2,A2,A1,A2,A2,A2,B1,B1,B1,B2,B1,B1,B1,B2,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,
4611,今井美亜,イマイ　ミア　,2,106,A2,A2,A2,A2,A2,B1,B1,B1,B1,A2,A2,A2,A1,A2,A2,A1,A2,A2,A1,A2,A2,A2,A2,A2,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,
4612,志々目裕樹,シシメ　ユウキ,1,106,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B2,B1,B1,B2,B2,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,
4613,竹内吉弘,タケウチ　ヨシヒロ,1,107,,,,,,,,,,,,,,,,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4614,石倉洋行,イシクラヨウコウ　,1,107,A1,A2,A1,B2,A1,A1,A1,A1,A1,B1,A1,A2,A1,B2,A2,A1,A2,A2,A2,B1,A2,A2,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4615,板倉敦史,イタクラ　アツシ　,1,107,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4616,小川真人,オガワ　マサト　,1,107,,,,,,,,,,,,,,,,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4617,若林友,ワカバヤシ　ユウ,1,107,,,,,,,,,,,,,,,,B1,B2,B1,B2,B1,B2,B2,B2,B2,B2,B2,B2,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,
4618,乃村康友,ノムラ　ヤストモ　,1,107,B1,B1,B1,A2,B1,A2,B1,A2,A2,A2,A2,B1,B1,B1,B1,A2,B1,B1,B1,B1,A2,B1,A2,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4619,伏田裕隆,フシダ　ヒロタカ,1,107,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,
4620,佐藤裕紀,サトウ　ヒロキ,1,107,,,,,,,,,,,,,,,,,B1,B1,B2,B1,B2,B1,B2,B2,B2,B2,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4621,坂田麻衣,サカタ　マイ　,2,107,,,,,,,,,,,,,,,,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4622,出村卓也,デムラ　タクヤ　,1,107,,,,,,,,,,,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4623,中北将史,ナカギタ　マサシ,1,107,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4624,高田明,タカダ　アキラ　,1,107,A2,A2,A2,A2,A2,B1,A2,A1,A2,A1,A1,A1,A2,A2,B1,A2,A2,A2,B1,A1,A2,B1,A2,B1,A2,B1,B1,B1,B1,B2,,,,,,,,,,,,,,,,,,,,,
4625,渡邊裕貴,ワタナベ　ヒロキ,1,107,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4626,伊藤紘章,イトウ　ヒロアキ　,1,107,B1,B1,B1,B1,A2,A2,B1,B2,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4627,藤原菜希,フジワラ　ナツキ,2,107,A2,A1,A1,A1,A2,A1,A2,B1,B2,B2,A1,A2,A1,A2,A2,A2,B1,B1,B2,B1,B1,B1,B2,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4628,山田達也,ヤマダ　タツヤ,1,107,,,,,,,,,,,,,,,,,,B1,B2,B1,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4629,油浦ゆみ,ユウラ　ユミ　,2,107,,,,,,,,,,,,,B2,B2,B2,B2,B2,,B2,B1,B1,B1,B2,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4630,岩永雅人,イワナガ　マサト,1,107,A1,A2,A2,A2,A2,A2,B1,A2,A2,A1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4631,新井英孝,アライ　ヒデタカ,1,107,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4632,長尾京志郎,ナガオ　キョウシロウ,1,107,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B1,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4633,森智也,モリ　トモヤ　,1,107,B1,B1,B1,B1,A2,B1,B1,A2,B1,B1,B1,B1,B1,B1,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4634,嶌明憲,シマ　アキノリ,1,107,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4635,峰重力也,ミネシゲ　リキヤ,1,107,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B2,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4636,赤池修平,アカイケ　シュウヘイ　,1,107,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4637,中田友也,ナカダ　トモヤ　,1,107,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4638,小林遼太,コバヤシ　リョウタ　,1,107,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4639,雑賀勇貴,サイガ　ユウキ　,1,107,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4640,山ノ内雅人,ヤマノウチ　マサト,1,107,A2,A1,A2,A2,A2,A2,A2,A2,A1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4641,磯村匠,イソムラ　タクミ　,1,107,B1,B1,B1,B2,B1,B1,B1,B2,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4642,松尾夏海,マツオ　カナミ,2,107,A1,A2,A1,A2,A2,B2,A1,A1,A1,A2,A2,B2,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4643,近江翔吾,オオミ　ショウゴ,1,107,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A2,A1,A1,A2,A1,A2,A2,A2,A2,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,
4644,山田亮太,ヤマダ　リョウタ,1,108,B1,A2,A2,A2,A2,A1,A2,A2,B1,A2,A2,A2,A2,B1,A2,A2,A2,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,
4645,上村純一,ウエムラ　ジュンイチ,1,108,A2,A1,A2,A1,A2,A1,A1,A1,A1,A1,A2,A2,A1,A1,A2,A2,A2,A2,A2,A2,A1,A2,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,,
4646,赤羽大樹,アカバ　ダイキ,1,108,,,,,,,,,,,,,,,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,
4647,磯部温志,イソベ　アツシ,1,108,,,,,,,,,,,,,,,,,,,,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,
4648,木村亮太,キムラ　リョウタ　,1,108,B1,B1,B1,B1,B2,B1,A2,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,
4649,和田操拓,ワダ　アヤヒロ　,1,108,A2,A2,A2,B1,A2,A2,A2,A1,A2,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,
4650,中山雄太,ナカヤマ　ユウタ　,1,108,A1,A1,A1,A1,A2,A2,A2,A1,A2,A2,A1,A1,A1,A2,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,
4651,佐藤大騎,サトウ　タイキ,1,108,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,
4652,酒見峻介,サケミ　シュンスケ,1,108,A2,A2,A2,A2,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,
4653,小野達哉,オノ　タツヤ　,1,108,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A2,A1,A1,A2,A2,A2,A1,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,B2,,,,,,,,,,,,,,,,,,,,,,
4654,篠田優也,シノダ　ユウヤ　,1,108,A1,A1,A2,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,,
4655,三宅諒,ミヤケ　リョウ,1,108,,,,,,,,,,,,,,,,B1,B2,B2,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,
4656,大崎翔,オオサキ　ショウ　,1,108,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,
4657,江崎一雄,エザキ　カズオ,1,108,,,,B1,B1,A2,A2,A2,B1,B1,B1,B1,A2,A2,A2,A2,A2,B1,A2,B2,A2,A1,A2,A2,B1,B1,B1,B1,B2,,,,,,,,,,,,,,,,,,,,,,
4658,古賀雅晟,コガ　マサアキ　,1,108,,,,,,,,,,,,,,,,B1,B2,B1,B1,B2,B1,B2,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,
4659,木下翔太,キノシタ　ショウタ,1,108,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,B1,B1,B1,B1,B1,B1,B1,B2,,,,,,,,,,,,,,,,,,,,,,
4660,宇田川信一,ウダガワ　シンイチ,1,108,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B2,B1,B2,B2,B2,B2,B2,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,
4661,中島昂章,ナカシマ　タカアキ,1,108,B1,A2,A2,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,
4662,片山雅雄,カタヤマ　マサオ　,1,109,,B1,B2,B1,B2,B2,B2,B1,B2,B1,B2,B2,B1,B2,B1,B2,B1,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4663,籾山佳岳,モミヤマ　ヨシタケ,1,109,A2,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4664,東口晃,ヒガシグチ　アキラ,1,109,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4665,加藤啓太,カトウ　ケイタ,1,109,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4666,日笠勝弘,ヒガサ　マサヒロ,1,109,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4667,土屋幸宏,ツチヤ　ユキヒロ　,1,109,,,,,,,,,,,,,,B1,B1,B2,B1,B1,B1,B2,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4668,楠本晃嗣,クスモト　コウジ,1,109,,,,B1,B2,B2,B1,B1,B1,B1,B1,B2,B2,B1,B1,B1,B2,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4669,井上茂,イノウエ　シゲル,1,109,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4670,芦村幸香,アシムラ　サチカ　,2,109,,,,,,,,,,,,B2,B2,B2,B2,B2,B2,B2,B2,B1,B1,B1,B2,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4671,三好祐樹,ミヨシ　ユウキ,1,109,,,,,,,,,,,,,,B1,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4672,守屋大地,モリヤ　ダイチ　,1,109,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B2,B1,B2,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4673,伊藤葵和子,イトウ　キワコ,2,109,,,,,,,,,,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4674,池田剛規,イケダ　コウキ　,1,109,A2,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4675,井手良太,イデ　リョウタ　,1,109,B1,B1,B1,B1,B1,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4676,後藤隼之,ゴトウ　ハヤト　,1,109,B1,B1,B1,B1,B1,B1,A2,A2,A2,A2,A2,B1,B1,B1,B1,B1,A2,B1,A2,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4677,片橋幸貴,カタハシ　ユキタカ,1,109,A1,A1,A1,A2,A1,B1,A2,A1,A2,A2,A2,A2,A1,A2,A2,A1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4678,水野望美,ミズノ　ノゾミ,2,109,B1,A2,B1,B1,B1,A2,B1,A2,A2,A2,A2,A2,A2,A2,A2,B1,A2,B1,A2,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4679,植田太一,ウエダ　タイチ　,1,109,A2,A2,B1,B1,B1,B1,B1,A2,B1,B1,A2,B1,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4680,後藤美翼,ゴトウ　ミク,2,109,B1,B1,A2,A2,B1,A2,B1,B1,B1,B1,B2,B2,B2,B1,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4681,太田潮,オオタ　ウシオ,1,109,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4682,大上卓人,オオウエ　タクト　,1,109,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4683,向井田直弥,ムカイダ　ナオヤ,1,109,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B2,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4684,楠原翔太,クスハラ　ショウタ,1,109,B1,B1,A2,B1,A2,A2,A2,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4685,島村隆幸,シマムラ　タカヨシ,1,109,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,B1,A1,A2,A2,A1,A2,B1,A2,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4686,丸野一樹,マルノ　カズキ　,1,109,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A2,B1,A2,B1,B1,B1,B2,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
4687,宮地佐季,ミヤチ　サキ　,2,109,,,,,,,,,,B2,B2,B2,B2,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B1,B1,B1,B2,B2,,,,,,,,,,,,,,,,,,,,,,,
